JSON_file,title,author
pg_0685.json,RED MAN'S RELIGION,"Underhill, Ruth M."
pg_0780.json,ARCHAEOLOGY OF NORTH AMERICA,
pg_0225.json,JAZZ TALK,"Gold, Robert"
pg_0273.json,New York Univ Press,Edited by Herschel M. Sikes
pg_0319.json,COMPLETE SHORT STORIES I,Penguin
pg_0368.json,,"THE SEA, THE SEA"
pg_0629.json,PREHISTORY OF NORTH AMERICA,McGra
pg_0676.json,NAVAHO SYMBOLS OF HEALING,anthropology
pg_0722.json,VOYAGERS TO THE NEW WORLD,"Davies, Nigel"
pg_0770.json,University of new mexico press,Edward Ranney
pg_0264.json,United Book Service,"Hardy, Thomas"
pg_0311.json,Scribner's,"Amis, Kingsley"
pg_2005.json,PHILOSOPJICAL ESSAYS ON DREAMING,Surce
pg_2052.json,THE GREAT WAR,Routledge & Kegan Paul Ltd.
pg_0667.json,LAME DEER SEEKER OF VISIONS,Simon Schuster
pg_0714.json,pre-colum.,"Coe, Michael D."
pg_0760.json,AN INTRODUCTION TO THE STUDY OF THE MAYA HIEROGLYPHS,Sylvanus Morley
pg_0255.json,THE UNLIT LAMP,"Hall, Radclyffe"
pg_0302.json,THE JOYCE COUNTRY,William York Tindall
pg_0349.json,,Penguin
pg_0397.json,,"GOOD MORNING, MIDNIGHT"
pg_2043.json,WHAT IS HISTORY?,"Carr, Edward H."
pg_0611.json,HAN CIVILIZATION,"Wang, Zhongshu"
pg_0658.json,THE INDIAN HERITAGE OF AMERICA,"Josephy, Alvin M. Jr."
pg_0705.json,"& the Sky Religion
Univ. of Oklahoma","Brundage, Burr C."
pg_0752.json,lahoma,"Luckett, Karl W."
pg_0799.json,RISE & FALL OF MAYA CIVILIZATION,of Oklahoma
pg_0246.json,New Republic Books -,Simon & Schuster.
pg_0293.json,LINERS,"Joyce, James"
pg_0340.json,THE FOUR-GATED CITY,"Lessing, Doris"
pg_0386.json,Brit Fi,"Orwell, George"
pg_2034.json,LIO & THE DOCTORS Psycho History,Daedalus
pg_2081.json,The Serpent son,Raphael & McLeish
pg_0602.json,CHINA & THE ROMAN ORIENT,"Hirth, F."
pg_0696.json,Latin Am.,John Bolles
pg_0743.json,lahoma,"Hunter, C. Bruce"
pg_0789.json,Pre colomb.,"Stephens, J. L"
pg_0237.json,MUSIC AND SOCIETY SINCE 1815 ·,Daedalus
pg_0284.json,Harper-Perennial,"Huxley, A"
pg_0331.json,REFLECTIONS ON THE DEATH OF A PORCUPINE,"Lawrence, D.H."
pg_2025.json,SOCIAL & POLITICAL PHILOSOPHY,"Somerville, John & R. Santoni ed."
pg_2072.json,MODERN EUROPE AND AMERICA,"McNeill, W. & S. Houser"
pg_0193.json,GREAT MODERN EUROPEAN SHORT STORIES,"Angus, Douglas & Sylvia, ed"
pg_0640.json,OF NORTH AMERICAN INDIANS VOL. I,"Catlin, George"
pg_0687.json,INDIANS OF THE UNITED STATES,"Wissler, Clark"
pg_0733.json,STAMP DESIGNS,"Field, Frederick"
pg_0781.json,A STUDY OF MAYA ART,Herbert J. Spinden
pg_0322.json,LADY CHATTERLEY'S LOVER,Bantam
pg_0369.json,A SEVERED HEAD,Penguin
pg_2063.json,LOG OF THE CENTURION,Macmillan
pg_0631.json,Monograph XXI,Institute of Arch
pg_0678.json,Indian Religion and Philosophy,"Tedlock, Dennis and Barbara"
pg_0725.json,BOOK OF GODS & RITES & ANC. CALENDAR,Oklahoma Press
pg_0772.json,lahoma,"Recinos, ADRIAN"
pg_0219.json,MUSICAL INSTRUMENTS IN COLOR,"Bird, Richard"
pg_0266.json,THE RETURN OF THE NATIVE,"Hardy, Thomas"
pg_0313.json,LIFE AND WORKS,"Wilson, Angus"
pg_0360.json,,Daedalus
pg_2007.json,STORY OF PHilosophy,"DURANT, Will"
pg_2054.json,,ANARCHISM
pg_0622.json,PRIMITIVE ART,"Boas, Franz"
pg_0669.json,UNWRITTEN HISTORY: LIFE OF THE MODOCS,"Miller, J."
pg_0716.json,,"Coe, Michael"
pg_0763.json,Mythological Bk of the Maya,Houghton Mifflin
pg_0256.json,DESPERATE REMEDIES,"Hardy, Thomas"
pg_0304.json,TOGETHER & APART,"Kennedy, Margaret"
pg_0351.json,COLLECTED SHORT STORIES I,Penguin
pg_0398.json,,"Rhys, J."
pg_2045.json,PACIFIC,"Cook, James"
pg_0613.json,Edinburgh,"Watson, William"
pg_0660.json,OF AMERICA,Thames and Hudson
pg_0754.json,PICTURE WRITING OF THE AMERICAN INDIANS,"Mallery, Garrick"
pg_0201.json,THE PUSHCART PRIZE IV,"Henderson, Bill"
pg_0248.json,,"Webber, A.L., & T. Rice"
pg_0072.json,Fublisher Equinox,Williams_burg Trilogy
pg_0069.json,ON POETRY & POETS,"Eliot, T.S."
pg_0080.json,ANATOMY OF CRITICISM,"Frye, Northrop"
pg_0076.json,Mentor NAL,"JOURNAL
J. Bakeleas (ed)"
pg_0083.json,ROMANTICISM RECONSIDERED,Columbia
pg_1422.json,DREAM OF THE GOLDEN MOUNTAINS Rember. 1930's,"Cowley, Malcolm"
pg_1407.json,PAIDEIA Ideals of Greek Culture Vol I,"Jaeger, Werner"
pg_1429.json,THE LETTERS OF BERNARD DE VOTO,"Stegner, Elaine, ed"
pg_1417.json,THE LAST OF THE MOHICANS,"Cooper, James Fenimore"
pg_1406.json,SAPPHIRA AND THE SLAVE GIRL,"Cather, Willa"
pg_1416.json,LAST OF THE MOHICANS,"Cooper, Fenimore"
pg_1405.json,THE PRE SOCRATICS,"Hussey, Edward"
pg_1415.json,THE DEERSLAYER,"Cooper, J."
pg_1426.json,STORIES & TALES,"Crane, S."
pg_1414.json,THEMES IN GREEK AND LATIN EPITAPHS,"Clavell, James"
pg_1404.json,THE PROFESSOR'S HOUSE,"Cather, Willa"
pg_1403.json,ALEXANDER THE GREAT AND THE GREEKS,"Heisserer, A.J."
pg_1402.json,ONE OF OURS,"Cather, Willa"
pg_1401.json,THE SOPHISTS,"Guthrie, W.H."
pg_1400.json,THE OLD BEAUTY & OTHERS,"Cather, Willa"
pg_1399.json,"A HISTORY OF GREEK PHILOSOPHY: II
THE PRESOCRATIC TRADITION FROM
PARMENIDES TO DEMOCRITUS","Guthrie, WKC"
pg_1408.json,ON THE ROCK,"Cather, Willa"
pg_4169.json,THE PLATFORM SUTRA OF THE SIXTH PATRIARCH,"Yampolsky, Ph. tr"
pg_2259.json,PHILO IX,
pg_2222.json,THE GOLDEN ASS,Harvard Lo
pg_4185.json,ATTITUDES,"Singer, Milton, ed"
pg_4148.json,ZEN COMMENTS ON THE MUMONKAN,"Shibayama, Zenkei"
pg_2201.json,ELECTRA AND OTHER PLAYS,Penguin
pg_4164.json,GLIMPSES OF ABHIDHARMA,Buddhism
pg_2217.json,Loeb classics,Harvard Lo
pg_4180.json,Barnes & Noble,Kramer
pg_2270.json,Sidonius,
pg_2232.json,DE RE PUBLICA / DE LEGIBUS,Harvard Lo
pg_4159.json,OUTLINES OF MAYANA BUDDHISM,"Suzuki, DT
HA"
pg_2249.json,,DAPHNIS & CHOLOE
pg_2211.json,pactoy,"Bovie, Palmer"
pg_4175.json,THE LEGEND OF KRISHNA,"Frith, Nigel"
pg_2228.json,DE MEDICINA I,Harvard Loeb
pg_4191.json,Translated by R.C. Zaehner,
pg_4153.json,Great Western Book,Religion Budd.
pg_2244.json,JULIAN I,
pg_2207.json,THE AGRICOLA & THE GERMANIA,
pg_2260.json,LETTERS & PANEGYRICUS I,
pg_4186.json,THE GEETA,Merrimack
pg_4149.json,THE ONLY WAY TO DELIVERANCE,Buddhism
pg_2239.json,SEXTUS EMPIRICUS III,Harvard Lo
pg_4166.json,THE PRACTICE OF CHINESE BUDDHISM,"Welch, Holmes"
pg_2255.json,Harvard Loeb Classic,
pg_2218.json,LOEB,
pg_4181.json,The Indian Cult of Ecstasy,Thames and Hudson
pg_2234.json,DE NATURA DEORUM,Harvard Lo
pg_4197.json,THE SIKHS Their Religious Beliefs and,Routledge & Kegan Paul Ltd.
pg_4161.json,,"Suzuki, D. T."
pg_2250.json,DE RERUM NATURA,Harvard Lo
pg_2213.json,THE POEMS OF TIBULLUS,Penguin
pg_4176.json,MYTHS OF THE HINDUS & BUDDHISTS,"Coomaraswamy, A. 7 Nivedita, sr."
pg_2266.json,MORAL ESSAYS II,
pg_4155.json,AN INTRODUCTION TO ZEN BUDDHISM,R ndom House
pg_2208.json,COMPLETE WORKS OF TACITUS,Tacitus
pg_4171.json,THE ZENMASTER HAKUIN: SELECTED WRITINGS,"Yampolsky, PB, tr"
pg_2261.json,LETTERS & PANEGYRICUS II,
pg_2224.json,VIRTUES & VICES,Harvard Loeb
pg_4187.json,Source Merrimack,"Yeats, WB"
pg_2240.json,Sextus Empiricus IV,Harvard Low
pg_2203.json,Sophocles,Norotn Crit. Ed.
pg_2256.json,,PHILO VII
pg_2272.json,Sidonius,LETTERSEL
pg_2235.json,DE OFFICIIS,Harvard Lo
pg_4198.json,Lippencott,"Cragg, Kenneth"
pg_4160.json,STUDIES IN ZEN,D.T. Suzuki
pg_2251.json,,MANETHO PTOLEMY
pg_2214.json,,Aeneid.
pg_4177.json,THE SWORD AND THE FLUTE,"Kinsley, David"
pg_2230.json,DE MEDICINA II (Books V-,Harvard Loeb
pg_4193.json,DOCTRINE OF THE SUFIS,A.J. Arberry
pg_4156.json,Translated from Sanskrit by D,Buddhism
pg_2246.json,JULIAN II,
pg_4172.json,CENTRAL INDIA,"Babb, Lawrence A."
pg_2262.json,SALLUST,
pg_2225.json,RIAN II,
pg_4188.json,HINDU TRADITION,"Varenne, Jean"
pg_4151.json,BUDDHIST LOGIC vol I,"Stcherbatsky, Thomas"
pg_2241.json,HOMERIC HYMNS & HOMERICA,
pg_4167.json,SOME SAYINGS OF THE BUDDHA,"Woodward, F.L."
pg_2219.json,AMMIANUS MARCELLINUS II,
pg_4183.json,Concord Press,
pg_4146.json,,"ZEN FLESH, ZEN BONES"
pg_2236.json,Harvard Loeb,
pg_4199.json,THE KORAN,"Dawood, NJ, ed"
pg_4162.json,THE SPIRIT OF BUDDHISM TODAY,Heian (L.Collins)
pg_2252.json,,Harvard Loeb
pg_2215.json,A HISTORY OF MY TIMES,
pg_4178.json,THE UPANISHADS,"Manchester, Fred. tr"
pg_2268.json,MORAL ESSAYS III,
pg_2247.json,JULIAN III,
pg_2210.json,THE HISTORIES,Tacitus
pg_4173.json,Asia Hindu text,
pg_2226.json,"TRACTATES, DE CONSOLATIONE PHILOSOPHIAE",Boethius
pg_4190.json,,"Zaehner, R. C."
pg_4152.json,BUDDHIST LOGIC VOL II,"Stcherbatsky, Thomas"
pg_2242.json,ISOCRATES I,Harvard
pg_2206.json,SOPHOCLES THE DRAMATIST,"Waldock, A.J.A."
pg_4168.json,THE PLATFORM SUTRA OF THE SIXTH PATRIARCH,"Yampolsky, Philip, tr"
pg_2258.json,Philostratus/Eunapius,
pg_2221.json,AMMIANUS MARCELLINUS III,
pg_4184.json,,HINDUISM
pg_4147.json,New Directions,Lippencott Norton
pg_2237.json,Dionysius of,Halicarnassus
pg_2200.json,THE COMPLETE PLAYS OF SOPHOCLES,
pg_4163.json,THE LIFE OF BUDDHA AS LEGEND AND HISTORY,Routledge & Kegan Paul Ltd.
pg_2253.json,Loeb,Petronius/ Seneca
pg_2216.json,AND SOCRATES' DEFENSE BEFORE THE JURY,Bobbs-Merrill
pg_4179.json,,"O'Flaherty, Wendy"
pg_4195.json,Translated by A. J. Arberry,Routledge & Kegan Paul Ltd.
pg_4158.json,Random House,"Suzuki, DT"
pg_2212.json,THE PELOPONNESIAN WAR,Thucydides
pg_4174.json,- Vintage,
pg_2264.json,MORAL ESSAYS I,
pg_2227.json,DE RE RUSTICA,
pg_4189.json,MUSLIM MYSTICISM,"Zaehner, RC"
pg_4154.json,ESSAYS IN ZEN BUDDHISM,"Suzuki, DT"
pg_2243.json,Loeb,
pg_2205.json,THE THEBAN PLAYS,
pg_3827.json,Selected Essays.,Amer. Ph.
pg_3464.json,PEOPLE OF THE LAKE,Phys. Ant
pg_2701.json,THE DIARY OF ANAIS NIN VOLUME FIVE,"Nin, Anais"
pg_3919.json,SELECTED PROSE OF,T.S. ELIOT
pg_3556.json,CULTURE AND COMMUNICATION,"Leach, Edmund"
pg_2793.json,HOW TO WRITE,"Stein, Gertrude"
pg_3848.json,Writers & Readers,"Illich, Ivan & Etienne Verne"
pg_3485.json,OLD WORLD ARCHAEOLOGY Stou,W.H. Freeman
pg_2722.json,WISE BLOOD,"O'Connor, Flannery"
pg_3577.json,AFRICAN SOCIETIES,"Mair, Lucy"
pg_3414.json,EARLY CHRISTIAN FATHERS,"Richardson, Cyril"
pg_3869.json,THEORY OF JUSTICE,"Rawls, John"
pg_3506.json,HENRY BREASTED,"Breasted, Charles"
pg_2743.json,SELECTED WRTITINGS,"Poe, Edgar Allan"
pg_3961.json,THE UNICORN & OTHER POEMS,"Lindbergh, Anne"
pg_3435.json,Chiistimity,"Tillich, Paul"
pg_3890.json,Bookpeople,"Ashbery, John"
pg_3527.json,Ingrams,"MALLOWAN, MAX"
pg_2764.json,THE NEW LEFT,"Rand, Ayn"
pg_3456.json,,EVER SINCE DARWIN
pg_2693.json,THE KAPPILLAN OF MALTA,Popular Lib
pg_3911.json,FINAL HARVEST E Dickenson's POEMS,"Source, Bogigian"
pg_3548.json,THE PEYOTE CULT,"La Barre, Weston"
pg_2785.json,THE JUNGLE,"Sinclair, Upton"
pg_3840.json,THE TRAFFIC IN WOMEN & ESSAYS,"Goldman, Emma"
pg_3478.json,THE ARCHAEOLOGY OF EARLY MAN,"Coles, JM/Higgs, ES"
pg_2714.json,A CASEBOOK ON ANAIS NIN,"Zaller, Robert"
pg_3932.json,ROBERT FROST A Tribute to the Source,Holt Rinehart Winston
pg_3569.json,CHILDREN OF SANCHEZ,soc/ant
pg_3406.json,Christinity,CHRIST & CULTURE
pg_3861.json,ANESSAY ON HUMAN FEELING Vol I,Amer Phil
pg_3498.json,Pocket Books,ΚΟΝ ΤΙΚΙ
pg_3954.json,MEXICO CITY BLUES,"Kerouac, Jack"
pg_3590.json,A GENERAL THEORY OF MAGIC,"Mauss, Marcel"
pg_3427.json,Christianity,Harper-Perennial
pg_3882.json,Thea Wheelwright,
pg_3519.json,ARCHAEOLOGICAL ILLUSTRATING,"Arch. Research Tools, Vol 1"
pg_2756.json,NOTES ON LOVE AND COURAGE,"Prather, Hugh"
pg_3974.json,Kramerbooks,"Melville, Hermen"
pg_3811.json,THE HUMAN CONDITION,"Arendt, Hamnah"
pg_3448.json,THE AUTOBIOGRAPHY OF CHARLES DARWIN,"Darwin, Charles"
pg_3902.json,THE COMPLETE POEMS OF STEPHEN C,Cornell University
pg_3539.json,UCLA Museum of Cultural Hist,"Kennedy, John, P. Lopez"
pg_3832.json,DOING & DESERVING Essay on theory of responsibility,"Feinberg, Joel"
pg_3469.json,THE NAKED APE,Desmond Morris
pg_3924.json,ELIOT'S EARLY YEARS,"Gordon, Lyndall"
pg_3561.json,MYTH AND MEANING,Anthropol.
pg_2798.json,REFLECTION ON THE ATOMIC BOMB,
pg_3853.json,,"Allen, Gay Wilson"
pg_3490.json,PREHISTORY OF THE MEDITERRANEAN,"Trump, D.H."
pg_3945.json,SELECTED POEMS OF H.D.,(Hida Doolittle)
pg_3582.json,The Trobriand Islands 1915,Anthropology
pg_3419.json,Christianity,"Stainsorth, Maxwell, tr"
pg_3874.json,IMPERALISM/SOCIAL CLASSES,"Schumpeter, Joseph"
pg_3511.json,ARCHAEOLOGY BY EXPERIMENT,"Coles, Hohn"
pg_2748.json,wcett,"Potok, Ch."
pg_3803.json,HOMO LUDENS,"Huizanga, Johan"
pg_3440.json,Christianity,"Wand, J. W. C."
pg_3895.json,LOVE IS A DOG FROM HELL,Black Sparrow
pg_3532.json,DISCOVER ARCHAEOLOGY Intro. to Tools &,Techniques of Fieldwork
pg_2769.json,GIANTS IN THE EARTH,Harper-Perennial
pg_3987.json,Random House,"O'Hara, Frank"
pg_3824.json,,anthro/
pg_3461.json,BY THE EVIDENCE:,"MEMOIRS, 1932"
pg_2698.json,THE DIARY OF ANAIS NIN VOL II,"Nin, Anais"
pg_3916.json,POEMS WRITTEN IN EARLY YOUTH,"Eliot, T.S."
pg_2790.json,EFFENS II,LINCOLN ST
pg_3845.json,Random House - Vintage,"Hofstadter, R."
pg_2719.json,THE COMPLETE STORIES,"O'Connor, Flannery"
pg_3936.json,,BLACK FEELING/BLACK TALK/BLACK JUDGEMENT
pg_3574.json,PRIMITIVE SOCIETY,Anthropology
pg_3411.json,Norton Critical ed.,Meeks.
pg_3866.json,Lyle Stuart,"Paine, Thomas"
pg_3503.json,PLEASURE OF RUINS,"Beny, Roloff"
pg_2740.json,COMPLETE STORIES & POEMS OF EDGAR ALLAN POE,"Poe, E. A."
pg_3958.json,Lippencott,"Levertov, Denise"
pg_3886.json,,"Angelou, Maya"
pg_3524.json,Discovery of Knossos,"Horwitz, Sylvia"
pg_2761.json,GRAVITY'S RAINBOW,"Pynchon, Thomas"
pg_3979.json,Harper-Perennial,St. Vinvent Millay
pg_3816.json,ON VIOLENCE,"Arendt, Hannah"
pg_2690.json,,GENIUS AND LUST
pg_3908.json,A SELECTION OF POEMS,"CUMMINGS, E.E."
pg_2782.json,IN DREAMS BEGIN RESPONSIBILITIES,Lippincott
pg_3837.json,ANARCHISM AND OTHER ESSAYS,"Goldman, Emma"
pg_3475.json,Archaeology,Grahame Clark
pg_2711.json,"A PHOTOGRPHIC SUPPLEMENT TO THE DIARY OF
ANA",
pg_3930.json,New Directions,"Ferlinghetti, Lawrence"
pg_3566.json,Octavio Paz,CLAUDE LEVI
pg_3403.json,Christianity,YOUNG MAN LUTHER
pg_3858.json,THOMAS JEFFERSON An Intimate Biography,Bantam
pg_3496.json,ART OF EASTER ISLAND,"Heyerdahl, Thor"
pg_3950.json,Lippencott,CAWDOR/MEDEA
pg_3587.json,"MAN AND SOCIETY IN AN AGE OF RECONSTRUCTION
paper",Sociology
pg_3424.json,Christianity,ACTIVATION OF ENERGY
pg_3879.json,EARLY ESSAYS & MISCELLANIES,"Thoreau, Henry D."
pg_2753.json,Lippencott,"Pound, Ezra"
pg_3971.json,Lippencott,JAGUAR SKIES
pg_3808.json,ANTISEMITISM,"Arendt, Hannah"
pg_3445.json,TERRITORIAL IMPERATIVE,Robert Ardrey
pg_3899.json,California,Daedalus
pg_3536.json,ARCHAEOLOGICAL ATLAS OF THE WORLD,"Whitehouse, David & Ruth"
pg_2774.json,THE HUMAN COMEDY,"Saroyan, William"
pg_3829.json,Portable Emerson.,Amer
pg_3466.json,Christian Bookfellowship,"Box 763, Millbrook, N.Y."
pg_2703.json,Marketing Group Intl.,"Nin, Anais"
pg_3921.json,,"WASTE LAND, ET AL."
pg_2795.json,PARIS FRANCE,"Stein, Gertrude"
pg_3850.json,MORALS,"James, William"
pg_3486.json,CIVILIZATIONS,"HUNTERS, FARMERS, AND"
pg_2724.json,TELL ME A RIDDLE,"Olsen, Tillie"
pg_3579.json,ARGONAUTS OF THE WESTERN PACIFIC,Anthropology
pg_3416.json,Christianity,"Sherwin-White, A. N."
pg_3871.json,THE SENSE OF BEAUTY,"SANTAYANA, George"
pg_3508.json,SHIPS & SEAMANSHIP IN THE ANCIENT WORLD,"Casson, Lionel"
pg_2745.json,THE COLLECTED ESSAYS & OCCASIONAL WRIT.,"Porter, Katherine Anne"
pg_3963.json,A SHARD OF SILENCE,Kramer
pg_3800.json,SHAMAN The Wounded Healer,"Halifax, John"
pg_3437.json,CHRISTIANITY AMONG THE RELIGIONS OF THE WORLD,existianity
pg_3892.json,see invoice),"Blake, Howard"
pg_3529.json,RUINS IN A LANDSCAPE Essays in Antiquarianism paper,"Piggott, Stuart"
pg_2766.json,THE ROMANTIC MANIFESTO,"Rand, Ayn"
pg_3983.json,of Chicago,"Nemerov, Howard"
pg_3458.json,RUTOBIOGRAPHIES,"Darwin, Charles"
pg_2695.json,Random House,"Morrison, Tony"
pg_3913.json,NOTES OF AN ALCHEMIST,"Eiseley, Loren"
pg_3550.json,THE OJIBWA WOMAN,Anthropology
pg_2787.json,WALDEN TWO,Skinner. B.F.
pg_3842.json,THE TWILIGHT OF CAPITALISM,"Harrington, Michael"
pg_3479.json,Archaeology,"Fagan, Brian M."
pg_2716.json,THE OCTOPUS,"Norris, Frank"
pg_3934.json,THE GATES OF WRATH,"Ginsberg, Allen"
pg_3571.json,,PEDRO MARTINEZ
pg_3408.json,MORAL MAN & IMMORAL SOCIETY,"Niebuhr, Reinhold"
pg_3863.json,MIND AN ESSAY ON HUMAN FEELING VOL II,Johns Ilo
pg_3500.json,PREHISTORY OF POLYNESIA,"Jennings, Jesse"
pg_2737.json,An Inquiry into Values,Morrow
pg_3955.json,New Directions,"Levertov, Denise"
pg_3593.json,ON SOCIAL PSCHOLOGY,"Mead, George Herbert"
pg_3429.json,Christianity,Christia
pg_3884.json,THE NEW SCIENCE OF POLITICS,"Voegelin, Eric"
pg_3521.json,ART & ARCHAEOLOGY,Harper & Row
pg_2758.json,THE CRYING OF LOT 49,Bantam
pg_3976.json,Christianity,"Merton, Thomas"
pg_3813.json,THE JEW AS PARIAH,"Arendt, Hannah"
pg_3450.json,THE EXPRESSION OF THE EMOTIONS IN MAN & ANIMALS paper,"Darwin, Charles"
pg_3905.json,i six nonlectures,"cummings, ee"
pg_3542.json,Univ. of Florida,PAREPA
pg_3833.json,OPERATING MANUAL FOR SPACESHIP EARTH,"Fuller, R.B."
pg_3471.json,MAN BEFORE HISTORY,Waechter JOHN
pg_2708.json,LINOTTE The Early Diary of A.N.,"Nin, Anais"
pg_3926.json,Lippencott,"Everson, William (Brother Antonius)"
pg_3563.json,THE RAW & THE COOKED,"Levi-Struass, Claude"
pg_3400.json,Christianity,LEWIS:
pg_3854.json,PRAGMATISM AS HUMANISM Phil of Wm James,"Dooley, Patrick"
pg_3947.json,THE COLLECTED POEMS OF A.E. HOUSMAN,Holt Rinehart
pg_3421.json,Christianity,Regnery/Gateway
pg_3876.json,A NEW THEORY OF BEAUTY,"Sircello, Guy"
pg_2750.json,wcett,"Potok, Ch."
pg_3968.json,ROBERT LOWELL'S POEMS SELECTED,Merrimack
pg_3805.json,THE DRAGON,"Huxley, Francis"
pg_3442.json,Christian,"Way, Robt"
pg_3897.json,COMPLETE POEMS & SELECTED LETTERS & PROSE,"Crane, Hart"
pg_3534.json,ARCHAEOLOGICAL SITES IN THEIR SETTING,Thames & Hudsen
pg_2771.json,,Bantam
pg_3989.json,SELECTED WRITINGS,"Olson, Charles"
pg_3826.json,SO HUMAN AN ANIMAL,anthro/
pg_2700.json,THE DAIRY OF ANAIS NIN VOLUME FOUR,"Nin, Anais"
pg_3918.json,SELECTED FOEMS,"Eliot, T.S."
pg_3555.json,ASPECTS OF CASTE IN SOUTH INDIA,"Leach, Edmund, ed"
pg_2792.json,AUTOBIOGRAGHY OF ALICE B. TOKLAS,"Stein, G."
pg_3847.json,Random House,"Hofstader, Richard"
pg_3484.json,SEA CRAFT OF PREHISTORY,"Johnstone, Paul"
pg_2721.json,THE VIOLENT BEAR IT AWAY,"O'Connor, Flannery"
pg_3940.json,Penguin,"Giovanni, Nikki"
pg_3576.json,PHENOMENOLOGY & SOCIO,Thomas Luckmann ed.
pg_3413.json,"""The Spirit of Eastern Christendom""",Jaroslav Pelikan
pg_3868.json,PEIRCE: SELECTED WRITINGS,CHARLES S.
pg_3505.json,A DICTIONARY OF ARCHAEOLOGY,"Bray, Warwick; Trump, David"
pg_2742.json,THE PORTABLE EADGAR ALLAN POE,
pg_3960.json,GIFT FROM THE SEA,"Lindbergh, Anne"
pg_3597.json,COMING OF AGE IN SAMOA,Anthropology
pg_3434.json,Christianity,"Tillich, Paul"
pg_3889.json,,"Ashberry, John"
pg_3526.json,Scribners,"Lancaster Brown, Peter"
pg_2763.json,,"Rand, Ayn"
pg_3981.json,A Memoir of Edna St. Vincent Millay,Daedalus
pg_3818.json,GREAT AMERICAN POLITICAL THINKERS,Avon / Dicuss
pg_2692.json,ENCORES FOR A DILETTANTE,"Molinaro, Ursule"
pg_3910.json,Little - Brown,"(Thomas Johnson, ed)"
pg_2784.json,,"Silko, Leslie Marmon"
pg_3839.json,NOWHERE AT HOME,"Goldman, Emma/ Berkmann, Alexander"
pg_3476.json,WORLD PREHISTORY,"Clark, Grahme"
pg_3931.json,IN THE CLEARNING,"Holt, Rinehart Winston"
pg_3405.json,Christianity,"Moltmann, Jurgen"
pg_3860.json,THE AMERICAN PRAGMATISTS,"Konvitz, Milton K."
pg_3497.json,EARLY MAN & THE OCEAN,"Heyerdahl, Thor"
pg_2732.json,,Daedalus
pg_3952.json,HERE COMES & OTHERPOEMS,"Jong, Erica"
pg_3589.json,CIVILIZATIONS OF BLACK AFRICA,"Maquet, Jacques"
pg_3426.json,Christianity,"Teilhard de Chardin, Pierre"
pg_3881.json,of Massachusetts,HENRY DAVID THOREA
pg_3518.json,Natural History Press,"Deetz, James"
pg_2755.json,Lippencott,"DeRachewiltz, Mary"
pg_3973.json,Selcected Poems of,CLAUDE MCKAY
pg_3810.json,CRISES OF THE REPUBLIC,"Arendt, Hannah"
pg_3447.json,THE HUMAN REVOLUTION From Ape to Artist,"Collins, Desmond"
pg_3903.json,THE CHARM,"Creelcy, Robe t"
pg_2776.json,I KNEW A PHOENIX: Sketches for an Autobiography,"Sarton, May"
pg_3831.json,Scholars Bkslf,Stephan Whicher
pg_3468.json,"ANCIENT SOCIETY, OR RESEARCHES IN THE
LINES OF HUMAN PROGRESS",Peter Smith
pg_2705.json,ILLUSTRATED DELTA OF VENUS,"Nin, Anais"
pg_3923.json,,T.S. ELIOT
pg_3560.json,STRAUSS,"Leach, Edmund"
pg_3852.json,HUMAN IMMORTALITY,"James, Willaim:"
pg_3489.json,PREHISTORY,"Roe, Derek"
pg_2726.json,,YONNONDIO
pg_3944.json,New Direction,
pg_3581.json,CORAL GARDENS AND THEIR MAGIC,"Malinowski, Bronislaw"
pg_3418.json,CONCISE COPTIC ENGLISH LEXICON,Eerdman
pg_3873.json,,"CAPITALISM, SOCIALISM & DEMOCRACY"
pg_3510.json,ANALYTICAL ARCHAEOLOGY,Columbia
pg_2747.json,BOOK OF LIGHTS,"Potok, Chaim"
pg_3965.json,,Daedalus
pg_3802.json,EXPERIMENTS IN CIVILIZATION,Daedalus
pg_3439.json,Christianity,Michigan
pg_3894.json,ROMMEL DRIVES ON DEEP INTO EGYPT,"Brautigan, Richard"
pg_3531.json,CAMBRIDGE ENCYCOPEDIA OF ARCHAEOLOGY,"Sherratt, Andrew"
pg_2768.json,THE YEARLING,"Rawlings, Majorie K."
pg_3986.json,POEMS RETRIEVED,Grey Fox
pg_3823.json,EXPERIENCE & NATURE,"Dewey, John"
pg_2697.json,- Barā,Anais Nin Reader
pg_3914.json,CHRISTIANITY AND CULTURE,"Eliot, TS"
pg_3552.json,SE Asian Studies,anthropology
pg_2789.json,THE AUTOBIOGRAPHY OF,LINCOLN STEFFENS I
pg_3844.json,Random House,"Hofstadter, Richard"
pg_3481.json,CIVILIZATION,Anthrop
pg_2718.json,DO WITH ME WHAT YOU WILL,"Oates, Joyce Carol"
pg_3410.json,THE GNOSTIC GOSPELS,"Pagels, Elaine"
pg_3865.json,,Harper & Row
pg_3502.json,THE GREAT ARCHAEOLOGISTS from Illustrated,BobbsMerrill
pg_3957.json,Lippencott,"Levertov, Denise"
pg_3594.json,BLACKBERRY WINTER,"Mead, Margaret"
pg_3431.json,Christianity,"Tillich, Paul"
pg_3887.json,HOUSEBOAT DAYS,Baker & Taylor
pg_3523.json,THE FIRST GREAT CIVILIZATIONS,"Hawkes, Jacquette"
pg_3978.json,Christianit,"Merton, Thomas"
