JSON_file,type,mentionText
pg_2755.json,book_author,FATHER & TEACHER (E. Pound)
pg_2755.json,book_author,"DeRachewiltz, Mary"
pg_2755.json,book_title,Lippencott
pg_3973.json,book_author,CLAUDE MCKAY
pg_3973.json,book_title,Selcected Poems of
pg_3810.json,book_author,"Arendt, Hannah"
pg_3810.json,book_title,CRISES OF THE REPUBLIC
pg_3447.json,book_author,"Collins, Desmond"
pg_3447.json,book_title,THE HUMAN REVOLUTION From Ape to Artist
pg_3903.json,book_author,"Creelcy, Robe t"
pg_3903.json,book_title,THE CHARM
pg_2776.json,book_author,"Sarton, May"
pg_2776.json,book_title,I KNEW A PHOENIX: Sketches for an Autobiography
pg_3831.json,book_author,Emerson RALPH W
pg_3831.json,book_author,Stephan Whicher
pg_3831.json,book_title,FREEDOM AND FATE
pg_3831.json,book_title,Scholars Bkslf
pg_3468.json,book_author,"Morgan, Henry Lewis"
pg_3468.json,book_author,Peter Smith
pg_3468.json,book_title,"ANCIENT SOCIETY, OR RESEARCHES IN THE
LINES OF HUMAN PROGRESS"
pg_2705.json,book_author,"Nin, Anais"
pg_2705.json,book_title,ILLUSTRATED DELTA OF VENUS
pg_3923.json,book_author,"Frye, Northrop"
pg_3923.json,book_author,T.S. ELIOT
pg_3560.json,book_author,CLAUDE LEVI
pg_3560.json,book_author,"Leach, Edmund"
pg_3560.json,book_title,STRAUSS
pg_3852.json,book_author,"James, Willaim:"
pg_3852.json,book_title,THE WILL TO BELIEVE
pg_3852.json,book_title,HUMAN IMMORTALITY
pg_3489.json,book_author,"Roe, Derek"
pg_3489.json,book_title,PREHISTORY
pg_2726.json,book_author,"Olsen, Tellie"
pg_2726.json,book_author,YONNONDIO
pg_3944.json,book_title,HERMETIC DEFINITION
pg_3944.json,book_title,New Direction
pg_3581.json,book_author,"Malinowski, Bronislaw"
pg_3581.json,book_title,CORAL GARDENS AND THEIR MAGIC
pg_3418.json,book_author,"Smith, Richard"
pg_3418.json,book_author,Eerdman
pg_3418.json,book_title,CONCISE COPTIC ENGLISH LEXICON
pg_3873.json,book_author,"Schumpter, Joseph"
pg_3873.json,book_author,"CAPITALISM, SOCIALISM & DEMOCRACY"
pg_3510.json,book_author,"Clarke, David"
pg_3510.json,book_author,Columbia
pg_3510.json,book_title,ANALYTICAL ARCHAEOLOGY
pg_2747.json,book_author,"Potok, Chaim"
pg_2747.json,book_title,BOOK OF LIGHTS
pg_3965.json,book_author,"Lowell, Robert"
pg_3965.json,book_author,Daedalus
pg_3802.json,book_author,"Hogbin, H. Ian"
pg_3802.json,book_author,Daedalus
pg_3802.json,book_title,EXPERIMENTS IN CIVILIZATION
pg_3439.json,book_author,"Waddell, Helen"
pg_3439.json,book_author,Michigan
pg_3439.json,book_title,THE DESERT FATHERS
pg_3439.json,book_title,Christianity
pg_3894.json,book_author,"Brautigan, Richard"
pg_3894.json,book_title,ROMMEL DRIVES ON DEEP INTO EGYPT
pg_3531.json,book_author,"Sherratt, Andrew"
pg_3531.json,book_title,CAMBRIDGE ENCYCOPEDIA OF ARCHAEOLOGY
pg_2768.json,book_author,"Rawlings, Majorie K."
pg_2768.json,book_title,THE YEARLING
pg_3986.json,book_author,"O'Hara, Frank"
pg_3986.json,book_author,Grey Fox
pg_3986.json,book_title,POEMS RETRIEVED
pg_3823.json,book_author,"Dewey, John"
pg_3823.json,book_title,EXPERIENCE & NATURE
pg_2697.json,book_author,"Nin, Anais"
pg_2697.json,book_author,Anais Nin Reader
pg_2697.json,book_title,- Barā
pg_3914.json,book_author,"Eliot, TS"
pg_3914.json,book_title,CHRISTIANITY AND CULTURE
pg_3552.json,book_author,"Lansing, John Stephen"
pg_3552.json,book_author,anthropology
pg_3552.json,book_title,EVIL IN THE MORNING OF THE WORLD
pg_3552.json,book_title,Phenomenological Approaches to a
pg_3552.json,book_title,Balinese Community
pg_3552.json,book_title,Univ. of Michigan Center for South and
pg_3552.json,book_title,SE Asian Studies
pg_2789.json,book_author,LINCOLN STEFFENS I
pg_2789.json,book_title,THE AUTOBIOGRAPHY OF
pg_3844.json,book_author,"Hofstadter, Richard"
pg_3844.json,book_title,THE AGE OF REFORM
pg_3844.json,book_title,Random House
pg_3481.json,book_author,"Fagan, Brian M."
pg_3481.json,book_author,Anthrop
pg_3481.json,book_title,SCIENTIFIC AMERICAN
pg_3481.json,book_title,CIVILIZATION
pg_2718.json,book_author,"Oates, Joyce Carol"
pg_2718.json,book_title,DO WITH ME WHAT YOU WILL
pg_3410.json,book_author,"Pagels, Elaine"
pg_3410.json,book_title,THE GNOSTIC GOSPELS
pg_3865.json,book_author,"Nozick, Robert"
pg_3865.json,book_author,"ANARCHY, STATE, & UTOPIA"
pg_3865.json,book_author,Harper & Row
pg_3502.json,book_author,"Bacon, Edward Ed. London News."
pg_3502.json,book_author,BobbsMerrill
pg_3502.json,book_title,THE GREAT ARCHAEOLOGISTS from Illustrated
pg_3957.json,book_author,"Levertov, Denise"
pg_3957.json,book_title,PRINTS
pg_3957.json,book_title,Lippencott
pg_3594.json,book_author,"Mead, Margaret"
pg_3594.json,book_title,BLACKBERRY WINTER
pg_3431.json,book_author,"Tillich, Paul"
pg_3431.json,book_title,THE ETERNAL NOW
pg_3431.json,book_title,Christianity
pg_3887.json,book_author,"Ashbery, John"
pg_3887.json,book_author,Penguin
pg_3887.json,book_author,Baker & Taylor
pg_3887.json,book_title,HOUSEBOAT DAYS
pg_3523.json,book_author,"Hawkes, Jacquette"
pg_3523.json,book_title,THE FIRST GREAT CIVILIZATIONS
pg_3978.json,book_author,"Merton, Thomas"
pg_3978.json,book_title,SELECTED POEMS OF TH. MERTON
pg_3978.json,book_title,Lippencott
pg_3978.json,book_title,Christianit
pg_3815.json,book_author,"Arendt, Hahhah"
pg_3815.json,book_title,ON REVOLUTION
pg_3452.json,book_author,"Darwin, Charles"
pg_3452.json,book_author,Richard E. Leakey
pg_3452.json,book_author,Hill and Wang
pg_3452.json,book_title,ORIGIN OF SPECIES (Illustrated)
pg_3452.json,book_title,Abridged and Introduced by
pg_3907.json,book_author,"Cummings, E.E."
pg_3907.json,book_title,ONE TIMES ONE
pg_3544.json,book_author,"Kroeber, AL"
pg_3544.json,book_author,ANTHROPOLOGY:
pg_3544.json,book_author,Spur
pg_3544.json,book_title,CULTURE PATTERNS AND PROCESSES
pg_3836.json,book_title,THE GALBRAITH READER
pg_3836.json,book_title,Selected by the editors of Gambit
pg_3474.json,book_author,"Clark, Grahame"
pg_3474.json,book_author,McGraw Hill
pg_3474.json,book_title,THE STONE AGE HUNTERS
pg_2710.json,book_author,Nin Anais
pg_2710.json,book_title,LITTLE BIRDS
pg_3928.json,book_author,"Ferlinghetti, Lawrence"
pg_3928.json,book_title,LANDSCAPES OF LIVING & DYING
pg_3928.json,book_title,New Directions
pg_3565.json,book_author,"Levi-Strauss, Claude"
pg_3565.json,book_title,TOTEMISM
pg_3402.json,book_author,. LUTHER
pg_3402.json,book_author,"Bainton, Roland"
pg_3402.json,book_title,Christianity
pg_3402.json,book_title,HERE I STAND: A LIFE OF M
pg_3857.json,book_author,"Dumbauld, Ed."
pg_3857.json,book_author,THOMAS JEFFERSON:
pg_3857.json,book_author,of Oklahoma
pg_3857.json,book_title,AMERICAN TOURIST
pg_3495.json,book_author,"Heyerdahl, Thor"
pg_2731.json,book_author,"Patchen, Kenneth"
pg_3586.json,book_author,"Mannheim, Karl"
pg_3586.json,book_author,Sociology
pg_3586.json,book_title,IDEOLOGY AND UTOPIA
pg_3423.json,book_author,F. C. Copleston
pg_3423.json,book_title,AQUINAS
pg_3423.json,book_title,Christianity
pg_3877.json,book_author,"Thoreau, David"
pg_3877.json,book_title,WALDEN & OTHER WRITINGS
pg_3515.json,book_author,"Daniel, Glyn"
pg_3515.json,book_title,TOWARDS A HISTORY OF ARCHAEOLOGY
pg_2752.json,book_title,POUND/JOYCE LETTERS
pg_2752.json,book_title,Lippencott
pg_3807.json,book_author,"Harbert, Earl N."
pg_3807.json,book_title,THE FORCE SO MUCH CLOSER HOME:
pg_3807.json,book_title,HENRY ADAMS & THE ADAMS FAMILY
pg_3444.json,book_author,"Ardrey, ROBERT"
pg_3444.json,book_author,GENESIS
pg_3444.json,book_author,Bantam
pg_3444.json,book_title,AFRICAN
pg_3900.json,book_author,"Lewis, Th. S., ed"
pg_3900.json,book_title,LETTERS OF HART CRANE & HIS FAMILY
pg_3537.json,book_author,"Jensen, Adolf"
pg_3537.json,book_title,MYTH AND CULT AMONG PRIMITIVE PEOPLES
pg_2773.json,book_author,"Saroyan, William"
pg_2773.json,book_title,THE HUMAN COMEDY
pg_3465.json,book_author,"Montagu, Ashley"
pg_3465.json,book_title,MAN: HIS FIRST TWO MILLION YEARS
pg_2702.json,book_author,"Nin, Anais"
pg_2702.json,book_title,THE DIARY OF ANAIS NIN VOL VI
pg_3920.json,book_author,"Eliot, TS"
pg_3920.json,book_title,THE WASTE LAND (Facsimile)
pg_3557.json,book_author,"Leach, Edmund, editor"
pg_3557.json,book_author,Anthropology
pg_3557.json,book_title,THE STRUCTURAL STUDY OF MYTH AND TOTEMISM
pg_3557.json,book_title,A.S.A. Monographs 5
pg_2794.json,book_author,"Stein, Gertrude"
pg_3849.json,book_author,"Illich, Ivan"
pg_3849.json,book_title,TOOLS FOR CONVIVIALITY
pg_3941.json,book_author,"Giovanni, Nikki"
pg_3941.json,book_title,THE WOMEN AND THE MEN
pg_3578.json,book_author,"Mair, Lucy"
pg_3578.json,book_author,WITCHCRAFT
pg_3578.json,book_author,McGraw Hill
pg_3415.json,book_author,"Russell, Jeffrey Burton"
pg_3415.json,book_title,WITCHCRAFT IN THE MIDDLE AGES
pg_3870.json,book_author,"Rorty, Richard"
pg_3870.json,book_title,PHILOSOPHY & THE MIRROR OF NATURE
pg_3870.json,book_title,Agnecy Ilan
pg_3507.json,book_author,"Brecher, K, & M. Feirtag ed."
pg_3507.json,book_title,ASTRONOMY OF THE ANCIENTS
pg_2744.json,book_author,"Hoffman, Daniel"
pg_2744.json,book_title,Discus
pg_3962.json,book_author,"Longfellow, H. W."
pg_3962.json,book_author,EVANGELINE & SEL. TALES &
pg_3599.json,book_author,"Mead, Margaret"
pg_3599.json,book_author,CULTURE & COMMITMENT
pg_3599.json,book_author,anthrop
pg_3436.json,book_author,"Tillich, Paul"
pg_3436.json,book_title,THEOLOGY OF CULTURE
pg_3436.json,book_title,Christianity
pg_3891.json,book_author,"Berryman, John"
pg_3891.json,book_title,THE DREAM SONGS
pg_3528.json,book_author,"Muckelroy, Keith"
pg_3528.json,book_author,McGraw
pg_3528.json,book_title,ARCHEOLOGY UNDER WATER Atlas of the World's cloth
pg_3528.json,book_title,Submerged Sites
pg_2765.json,book_author,"Rand, Ayn"
pg_2765.json,book_title,NIGHT OF JANUARY 16th
pg_2765.json,book_title,Signet NAL
pg_3984.json,book_author,"O'Hara, Frank"
pg_3984.json,book_title,EARLY WRITING
pg_3820.json,book_author,"Chomsky, N."
pg_3820.json,book_title,PROBLEMS OF KNOWLEDGE & FREEDOM
pg_3912.json,book_author,"Eberhart, Richard"
pg_3912.json,book_author,Lippencott
pg_3912.json,book_title,SELECTED POEMS
pg_3549.json,book_author,"La Barre, Weston"
pg_3549.json,book_title,THEY SHALL TAKE MP SERPENTS
pg_2786.json,book_author,UPTON SINCLAIR:
pg_2786.json,book_author,"Harris, Leon"
pg_2786.json,book_title,AMERICAN REBEL
pg_3841.json,book_author,"Hamilton, Alexander, J. Madison, J. Jay"
pg_3841.json,book_title,THE FEDERALIST PAPERS
pg_3477.json,book_author,"Cohen, Mark N"
pg_3477.json,book_title,THE FOOD CRISIS IN PREHISTORY
pg_2715.json,book_author,"Norris, Frank"
pg_2715.json,book_author,MCTEAGUE:
pg_2715.json,book_author,fawcett
pg_2715.json,book_title,A STORY OF SAN FRANCISCO
pg_3570.json,book_author,"Lewis, Oscar"
pg_3570.json,book_title,LA VIDA
pg_3570.json,book_title,Random House
pg_3407.json,book_author,"Niebuhr, Reinhold"
pg_3407.json,book_author,FAITH AND HISTORY
pg_3407.json,book_title,Christianity
pg_3862.json,book_author,"Langer, Susanne K."
pg_3862.json,book_author,Amer Phil
pg_3862.json,book_title,MIND: AN ESSAY ON HUMAN FEELING II
pg_3499.json,book_author,"Heyerdahl, Thor"
pg_3499.json,book_title,THE TIGRIS EXPEDITION
pg_2736.json,book_author,"Phillips, David Graham"
pg_2736.json,book_author,SUSAN LENOX
pg_3953.json,book_author,"Kerouac, Jack"
pg_3953.json,book_author,Grey Fox
pg_3953.json,book_title,HEAVEN AND OTHER POEMS
pg_3591.json,book_author,"Mauss, Marcel"
pg_3428.json,book_author,"Tillich, Paul"
pg_3428.json,book_title,CHRISTIANITY AND THE ENCOUNTER OF WORLD RELIGIONS cloth
pg_3428.json,book_title,"Christianity
ty"
pg_3883.json,book_author,"Veblen, Thorstein"
pg_3883.json,book_title,Theory of the leisure class.
pg_3520.json,book_author,"Evans, John"
pg_3520.json,book_author,Cornell
pg_3520.json,book_author,Surce: Collins
pg_3520.json,book_title,AN INTRODUCTION TO ENVIRONMENTAL ARCHAEOLOGY
pg_2757.json,book_author,"Prather, Hugh"
pg_2757.json,book_title,NOTES TO MYSELF
pg_3812.json,book_author,"Arendt, Hannah"
pg_3812.json,book_title,IMPERIALISM
pg_3449.json,book_author,"Darwin, CHARLES"
pg_3449.json,book_title,"The collected papers of,"
pg_3449.json,book_title,Physical Anthro
pg_3904.json,book_author,"Creeley, Robert"
pg_3904.json,book_title,SELECTED POEMS
pg_3541.json,book_author,"Kranzberg, Melvin, ed"
pg_3541.json,book_title,TECHNOLOGY AND CULTURE
pg_2778.json,book_author,"Sarton, May"
pg_2778.json,book_title,JOURNAL OF SOLITUDE
pg_3834.json,book_author,"Galbraith, John Kenneth"
pg_3834.json,book_author,Houghton Mifflin
pg_3834.json,book_title,THE AGE OF UNCERTAINTY
pg_3470.json,book_author,"Strickland, Glenn G."
pg_3470.json,book_author,phy anthro
pg_3470.json,book_title,GENESIS REVISITED
pg_2707.json,book_author,"Nin, Anais"
pg_2707.json,book_title,IN FAVOR OF THE SENSTIVE MAN & OTHER ESSAYS
pg_3925.json,book_author,"Everson, William"
pg_2799.json,book_author,"Stein, Gertrude"
pg_2799.json,book_title,SELECTED WRITINGS OF GERTRUDE STEIN
pg_3855.json,book_author,"Jefferson, Thomas"
pg_3855.json,book_title,ON DEMOCRACY
pg_3855.json,book_title,Mentor NA
pg_3491.json,book_author,"Wedel, Waldo R."
pg_3491.json,book_title,PREHISTORIC MAN ON THE GREAT PLAINS
pg_3491.json,book_title,v. of Oklahoma
pg_2728.json,book_author,"Patchen, Kenneth"
pg_2728.json,book_title,THE JOURNAL OF ALBION MOONLIGHT
pg_3946.json,book_author,H.D. (Hilda Doolittle)
pg_3946.json,book_title,Lippencott
pg_3583.json,book_author,"Malinowski, Bronislaw"
pg_3583.json,book_author,Anthropology
pg_3583.json,book_title,THE FATHER IN PRIMITIVE PSYCHOLOGY
pg_3420.json,book_author,INTRODUCTION TO ST. THOMAS AQUINAS
pg_3420.json,book_title,Christianity
pg_3875.json,book_author,"Senesh, Hannah"
pg_3875.json,book_author,Schocken
pg_3875.json,book_title,HER LIFE AND DIARY
pg_3513.json,book_author,"Collins, D. et al"
pg_3513.json,book_title,BACKGROUND TO ARCHAEOLOGY
pg_2749.json,book_author,"Potok, Ch."
pg_2749.json,book_title,In the Beginning
pg_2749.json,book_title,Fawcett
pg_3967.json,book_author,"Lowell, Robert"
pg_3967.json,book_author,y FSG
pg_3967.json,book_title,SELECTED POEMS
pg_3804.json,book_author,"Hall, Edward T."
pg_3804.json,book_title,THE SILENT LANGUAGE
pg_3896.json,book_author,"Ciardi, John"
pg_3896.json,book_title,FOR INSTANCE
pg_3533.json,book_author,"Thorndike, J. ed"
pg_3533.json,book_title,DISCOVERY OF LOST WORLDS
pg_3533.json,book_title,American Heritage
pg_2770.json,book_author,"Ross, James"
pg_2770.json,book_title,THEY DON'T DANCE MUCH
pg_3988.json,book_author,"O'Hara, Frank"
pg_3988.json,book_title,STANDING STILL AND WALKING IN NEW YORK paper
pg_3825.json,book_author,"Dubos, Rine"
pg_3825.json,book_title,A GOD WITHIN
pg_3825.json,book_title,Krammerbooks
pg_3462.json,book_author,"Leakey, Richard E., and Roger Lewin"
pg_3462.json,book_author,Anthropol
pg_2699.json,book_author,"Nin, Anais"
pg_2699.json,book_title,THE DIARY OF ANAIS NIN VOLUME THREE
pg_3917.json,book_author,"Eliot, T.S."
pg_3917.json,book_title,OLD POSSUM'S POOK OF PRACTICAL CATS
pg_3554.json,book_author,"Laslett, Peter, ed"
pg_3554.json,book_title,HOUSEHOLD & FAMILY IN PAST TIME
pg_2791.json,book_author,"Steffens, Lincoln"
pg_2791.json,book_author,Simon & Schuster
pg_2791.json,book_author,"Kaplan, Justin"
pg_2791.json,book_author,Kaplan
pg_2791.json,book_title,LINCOLN STEFFENS A BIOGRAPHY
pg_3846.json,book_author,"Hofstader, Richard"
pg_3846.json,book_title,ANTI-INTELLECTUALISM IN AMERICAN LIFE
pg_3846.json,book_title,Random House
pg_3483.json,book_author,"Hibben, Frank C."
pg_3483.json,book_title,PREHISTORIC MAN IN EUROPE
pg_3483.json,book_title,Univ. of Oklahoma
pg_2720.json,book_author,"O'Connor, Flannery"
pg_2720.json,book_author,Edited by Sally & Robert Fitzgerald
pg_2720.json,book_author,Farrar-Straus & Giroux
pg_2720.json,book_title,MYSTERY AND MANNERS
pg_3938.json,book_author,"Giovanni, Nikki"
pg_3938.json,book_title,COTTON CANDY ON A RAINY DAY
pg_3412.json,book_author,"Pelikan, Jaroslav"
pg_3412.json,book_title,THE CHRISTIAN TRADITION VOL 1
pg_3412.json,book_title,"""Emergence of the Catholic Tradition"""
pg_3412.json,book_title,of Chicago.
pg_3867.json,book_author,"Paine, Thomas"
pg_3867.json,book_title,le Stuart
pg_3504.json,book_author,"Binford, Lewis"
pg_3504.json,book_title,IN PURSUIT OF THE PAST Decoding the Archaeological
pg_2741.json,book_title,18 BEST STORIES BY EDGAR ALLAN POE
pg_2741.json,book_title,Edited by Vincent Price
pg_3959.json,book_author,"Levertov, Denise"
pg_3959.json,book_author,Lippencott
pg_3959.json,book_title,RELEARNING THE ALPHABET
pg_3959.json,book_title,New Directions.
pg_3596.json,book_author,"Mead, Margaret and M. Wolfenstein (ed.)"
pg_3596.json,book_title,CHILDHOOD IN CONTEMPORARY CULTURES
pg_3432.json,book_author,"Tillich, Paul"
pg_3432.json,book_title,THE NEW BEING
pg_3432.json,book_title,Christianit
pg_3888.json,book_author,"Ashberry, John"
pg_3888.json,book_author,Penguin
pg_3888.json,book_title,SELF PORTRAIT IN A CONVEX MIRROR
pg_3525.json,book_author,"Kramer, Carol ed."
pg_3525.json,book_author,Columbia
pg_3525.json,book_title,ETHNOARCHAEOLOGY Implications of Ethnograph y
pg_3525.json,book_title,for Archaeology
pg_2762.json,book_author,"Pynchon, Th."
pg_3980.json,book_author,"Cheney, anne"
pg_3980.json,book_author,Celeberre
pg_3980.json,book_author,Soure; Krammerbooks
pg_3980.json,book_title,MILLAY IN GREENYCH VILLAGE
pg_3817.json,book_author,"Arendt, Hannah"
pg_3817.json,book_author,RAHEL VARNHAGEN
pg_3454.json,book_author,"WHAT DARWIN SAW
e."
pg_2691.json,book_author,"Mitchell, Margaret"
pg_2691.json,book_author,Gone With the Wind
pg_2691.json,book_title,Publisher Avon
pg_3909.json,book_author,"Cummings, E.E."
pg_3546.json,book_author,"LaBarre, Weston"
pg_3546.json,book_title,THE GHOST DANCE
pg_2783.json,book_author,"Shaara, Michael"
pg_2783.json,book_title,THE KILLER ANGELS
pg_2783.json,book_title,antine
pg_3838.json,book_author,"Goldman, Emma"
pg_3838.json,book_title,LIVING MY LIFE
pg_3473.json,book_author,"Childe, V. Gordon"
pg_3473.json,book_title,WHAT HAPPENED IN HISTORY
pg_2712.json,book_author,"Nin, Anais"
pg_2712.json,book_title,A SPY ON THE HOUSE OF LOVE
pg_3567.json,book_author,"Lewis, IM"
pg_3567.json,book_author,Penguin
pg_3567.json,book_title,ECSTATIC RELIGION
pg_3404.json,book_author,Martinez
pg_3404.json,book_title,LITTLE SERMONS ON SIN
pg_3404.json,book_title,Archpriest of Talavera
pg_3859.json,book_author,"Langer, Susanne"
pg_3859.json,book_title,INTRO. TO SYMBOLIC LOGIC
pg_3494.json,book_author,"Buck, Peter"
pg_3494.json,book_title,VIKINGS OF THE PACIFIC
pg_3494.json,book_title,of Chicago
pg_2734.json,book_author,"Berg, A. Scott"
pg_2734.json,book_title,MAX PERKINS: EDITOR OF GENIUS
pg_3951.json,book_author,"Jeffers, Robinson"
pg_3951.json,book_title,SELECTED POEMS
pg_3588.json,book_author,"Maquet, Jacques"
pg_3588.json,book_author,Anthropol
pg_3588.json,book_title,AFRICANITY
pg_3425.json,book_author,"Teilhard de Chardin, Piweew"
pg_3425.json,book_title,CHRISTIANITY AND EVOLUTION
pg_3425.json,book_title,Christianity
pg_3880.json,book_author,"Stowell, Robt."
pg_3880.json,book_title,A THOREAU GAZETTEER
pg_3517.json,book_author,"Davis, Keith"
pg_3517.json,book_title,DESIRE CHARNAY Expeditionary Photographer
pg_3517.json,book_title,New Mexico
pg_2754.json,book_title,THE SPIRIT OF ROMANCE
pg_3972.json,book_author,"McElroy, David"
pg_3972.json,book_author,Kramer
pg_3972.json,book_title,MAKING IT SIMPLE
pg_3809.json,book_author,"Arendt, Hannah"
pg_3809.json,book_author,Penguin
pg_3809.json,book_title,BETWEEN PAST AND FUTURE
pg_3446.json,book_author,"Clark, W.E. LeGros"
pg_3446.json,book_title,FOSSIL EVIDENCE FOR HUMAN EVOLUTION
pg_3446.json,book_title,of Chicago
pg_3901.json,book_author,Sherman Paul
pg_3901.json,book_title,HART'S BRIDGE
pg_3901.json,book_title,U. of Illinois
pg_3901.json,book_title,Scholars Bkslf
pg_3467.json,book_author,DARWIN AND THE BEAGLE
pg_3467.json,book_author,Alan Moorehead
pg_3467.json,book_author,Penguin
pg_3922.json,book_author,Gertrude Patterson
pg_3922.json,book_title,T.S. ELIOT POEMS IN THE MAKING
pg_3922.json,book_title,Scholar Bkslf
pg_3559.json,book_author,Donald N. Levine
pg_3559.json,book_author,Anthropol.
pg_3559.json,book_title,GREATER ETHIOPIA
pg_3559.json,book_title,. of Chicago
pg_2797.json,book_author,"Stein, Gertrude"
pg_2797.json,book_title,REFLECTION ON THE ATOMIC BOMB
pg_2797.json,book_title,Black Sparrow
pg_3851.json,book_author,"James, William"
pg_3851.json,book_author,PRAGMATISM
pg_3488.json,book_author,"Paturi, Felix"
pg_3488.json,book_author,"rs
W.H. Smith Sunflower"
pg_3488.json,book_title,Prehistor
pg_3488.json,book_title,PREHISTORIC HERITAGE
pg_3943.json,book_author,H.D. Hilda Doolittle
pg_3943.json,book_author,HELEN IN EGYPT
pg_3943.json,book_title,Lippencott
pg_3872.json,book_author,"Schumpeter, Joseph"
pg_3872.json,book_title,CAN CAPITALISM SURVIVE?
pg_3509.json,book_author,"GODS, GRAVES & SCHOLARS"
pg_3509.json,book_author,"Ceram, CW"
pg_2746.json,book_author,"Porter, K.A."
pg_2746.json,book_title,SHIP OF FOOLS
pg_3964.json,book_author,"Lowell, Robert"
pg_3801.json,book_author,"Hall, Edward"
pg_3801.json,book_title,BEYOND CULTURE
pg_3438.json,book_author,"Vidler, Alec R."
pg_3438.json,book_author,Pelican
pg_3438.json,book_title,THE CURCH IN AN AGE OF REVOLUTION
pg_3438.json,book_title,CHRISTIANITY
pg_3893.json,book_author,"Bradbury, Ray"
pg_3893.json,book_title,WHERE ROBOT. MICE &
pg_3893.json,book_title,Random House
pg_3530.json,book_author,"Sauer, Carl"
pg_3530.json,book_title,SEEDS SPADES HEARTHS & HERDS Domestication
pg_3530.json,book_title,of Animals & Foodstuffs
pg_2767.json,book_author,"Rand, Ayn"
pg_2767.json,book_title,WE THE LIVING
pg_3985.json,book_author,Hara Frank
pg_3985.json,book_title,MEDITATIONS IN AN EMERGENCY
pg_3985.json,book_title,Random House
pg_3821.json,book_author,"Dewey, John"
pg_3821.json,book_author,Macmillan
pg_3821.json,book_title,DEMOCRACY AND EDUCATION
pg_3821.json,book_title,Free Press
pg_3459.json,book_author,Glynn Isaac and Richard E. F. Leakey
pg_3459.json,book_author,Anthro
pg_3459.json,book_title,HUMAN ANCESTORS
pg_3459.json,book_title,Readings from SCIENTIFIC AMERICAN
pg_2696.json,book_author,"Marrison, Toni"
pg_3915.json,book_author,"Eliot, TS"
pg_3915.json,book_title,FOUR QUARTETS
pg_2788.json,book_author,"Sontag, Susan"
pg_2788.json,book_author,"I, ETCETERA"
pg_3843.json,book_author,"Harrison, PC, ed"
pg_3843.json,book_title,THE DRAMA OF NOMMO
pg_3843.json,book_title,Random House
pg_3935.json,book_author,"Ginsberg, Alan"
pg_3935.json,book_title,: EARLY 50's 60's
pg_3935.json,book_title,Random House
pg_3572.json,book_author,"Lowie, Robert H."
pg_3572.json,book_author,Anthropology
pg_3572.json,book_title,PRIMITIVE RELIGION
pg_3409.json,book_author,Peter Smith
pg_3409.json,book_title,ON FIRST PRINCIPLES
pg_3409.json,book_title,Christianity
pg_3864.json,book_author,"Lanter, Susanne"
pg_3864.json,book_author,Amer Phi
pg_3864.json,book_title,PHILOSOPHY IN A NEW KEY
pg_3501.json,book_author,Simon & Schuster
pg_3501.json,book_title,American Heritage
pg_3501.json,book_title,MYSTERIES OF THE BAST
pg_2738.json,book_author,"Plath, S."
pg_2738.json,book_author,Bantam
pg_2738.json,book_title,THE BELL JAR
pg_3592.json,book_author,"McLennan, John"
pg_3592.json,book_author,Daedalus
pg_3592.json,book_title,PRIMITIVE MARRIAGE
pg_3430.json,book_author,"Tillich, Paul"
pg_3430.json,book_title,DYNAMICS OF FAITH
pg_3430.json,book_title,Chusterity
pg_3885.json,book_author,"Agee, James"
pg_3885.json,book_title,COLLECTED POEMS OF JAMES AGEE
pg_3522.json,book_author,"Hawkes, Jacquetta"
pg_3522.json,book_author,St. Martins
pg_3522.json,book_title,ATLAS OF EARLY MAN
pg_2759.json,book_author,"Pynchon, Th."
pg_2759.json,book_author,Gravity's Rainbow
pg_3814.json,book_author,"Arendt, Hannah"
pg_3814.json,book_title,MEN IN DARK TIMES
pg_3451.json,book_title,THE ORIGIN OF SPECIES
pg_3451.json,book_title,Mentor NAL
pg_3906.json,book_author,"Cummings, E.E."
pg_2780.json,book_author,"Sarton, May"
pg_2780.json,book_author,MRS.
pg_2780.json,book_title,STEVENS HEARS THE MERMAIDS SINGING
pg_3835.json,book_author,Galbraith
pg_3835.json,book_title,THE NEW INDUSTRIAL STATE
pg_3835.json,book_title,Mentor NAL
pg_3472.json,book_author,"Childe, V. Gordon"
pg_3472.json,book_title,MAN MAKES HIMSELF
pg_3927.json,book_author,"Ferlinghetti, Laurence"
pg_3927.json,book_title,A CONEY ISLAND OF THE MIND
pg_3927.json,book_title,New Directions Press
pg_3564.json,book_author,"Levi-Strauss, Claude"
pg_3564.json,book_title,THE SAVAGE MIND
pg_3401.json,book_author,"Gilbert, Douglas, Clyde Kilby"
pg_3401.json,book_author,C.S. LE
pg_3401.json,book_author,Eerdmans
pg_3401.json,book_title,WIS: Images of His World
pg_3856.json,book_author,"Jefferson, Thomas"
pg_3856.json,book_title,THE PORTABLE THOMAS JEFFERSON
pg_3493.json,book_author,"Bellwood, Peter"
pg_3493.json,book_title,THE POLYNESIANS
pg_3493.json,book_title,Archaeology
pg_2730.json,book_author,"Patchen, Kenneth"
pg_2730.json,book_title,MEMOIRS OF A SHY PORNOGRAPHER
pg_3948.json,book_author,"Hugo, Richard"
pg_3948.json,book_title,SELECTED POEMS
